site,ymd,start_time,pg_count,count_type,internOnly,week,site_id,visit_id
Zangle Cove A,7/29/16,0:00,9,pg,,30,9,500
Higgins Cove,7/29/16,0:00,17,pg,,30,7,501
Lyle Point,7/27/16,0:00,16,pg,,30,8,502
Young's Cove E,7/28/16,0:00,8,pg,,30,24,503
Young's Cove C,7/28/16,0:00,9,pg,,30,22,504
Zittels Marina,8/11/16,6:15,4,pg,,32,4,505
Big Fish Trap,8/12/16,7:40,7,pg,,32,5,506
Zangle Cove A,8/11/16,7:58,3,pg,,32,9,507
Young's Cove F,8/7/16,0:00,4,pg,,31,25,508
Young's Cove F,8/12/16,0:00,8,pg,,32,25,509
Burfoot Park,8/9/16,7:36,1,pg,,32,6,510
Butterball Cove South A,8/13/16,7:29,10,pg,,32,11,511
Burfoot Park,8/16/16,7:45,1,pg,,33,6,517
Butterball Cove South A,8/19/16,7:25,11,pg,,33,11,518
Totten@Elizan A North,8/19/16,8:02,1,pg,,33,40,519
Zittels Marina,8/19/16,7:45,3,pg,,33,4,520
Higgins Cove,8/6/16,0:00,20,pg,,31,7,521
Lyle Point,8/3/16,0:00,15,pg,,31,8,522
Zittels Marina,8/2/16,0:00,1,pg,,31,4,523
Zittels Marina,7/27/16,0:00,3,pg,,30,4,524
Young's Cove B,7/25/16,0:00,2,pg,,30,21,525
Young's Cove B,7/15/16,0:00,1,pg,,28,21,526
Young's Cove C,8/7/16,6:35,5,pg,,31,22,528
Young's Cove B,8/7/16,6:35,4,pg,,31,21,529
Briscoe Pt,8/8/16,7:55,9,pg,,32,37,530
Young's Cove F,7/8/16,6:29,8,pg,,27,25,531
Young's Cove B,8/12/16,7:49,7,pg,,32,21,532
Ketron Ferry,8/21/16,7:57,9,pg,,33,13,533
Flapjack,8/19/16,7:55,1,pg,,33,10,534
Young's Cove A,8/18/16,7:50,1,pg,,33,2,539
Briscoe Pt,8/17/16,8:00,5,pg,,33,37,540
Young's Cove A,8/12/16,0:00,1,pg,,32,2,542
Young's Cove C,8/12/16,0:00,1,pg,,32,22,543
Lyle Point,7/10/16,0:00,28,pg,,27,8,545
Lyle Point,7/13/16,0:00,14,pg,,28,8,546
Cole Pt,6/21/16,0:00,13,pg,,25,19,547
Cole Pt,6/29/16,0:00,4,pg,,26,19,548
Cole Pt,7/13/16,0:00,19,pg,,28,19,549
Lyle Point,8/11/16,0:00,3,pg,,32,8,551
Mill Bight B,8/16/16,7:05,2,pg,,33,34,552
Higgins Cove,8/12/16,0:00,8,pg,,32,7,555
Mill Bight A,8/30/16,8:00,4,pg,,35,30,556
Butterball Cove South A,9/2/16,7:50,3,pg,,35,11,559
Butterball Cove South A,8/27/16,7:30,4,pg,,34,11,560
Butterball Cove South A,9/9/16,7:30,10,pg,,36,11,562
Mill Bight C,7/26/16,0:00,4,pg,,30,33,563
Mill Bight C,8/1/16,0:00,7,pg,,31,33,564
Mill Bight C,8/9/16,0:00,2,pg,,32,33,565
Mill Bight C,8/16/16,0:00,5,pg,,33,33,566
Mill Bight A,8/16/16,0:00,7,pg,,33,30,567
Mill Bight A,8/9/16,0:00,6,pg,,32,30,568
Mill Bight A,8/1/16,0:00,7,pg,,31,30,569
Mill Bight A,7/26/16,0:00,8,pg,,30,30,570
Mill Bight A,7/19/16,0:00,4,pg,,29,30,571
Mill Bight A,7/12/16,0:00,4,pg,,28,30,572
Mill Bight C,7/12/16,0:00,4,pg,,28,33,573
Cole Pt,7/21/16,0:00,14,pg,,29,19,575
Cole Pt,8/16/16,0:00,5,pg,,33,19,576
Cole Pt,8/11/16,0:00,3,pg,,32,19,577
Cole Pt,8/5/16,0:00,10,pg,,31,19,578
Cole Pt,7/28/16,0:00,10,pg,,30,19,579
Lyle Point,8/17/16,0:00,9,pg,,33,8,580
Zangle Cove A,8/25/16,0:00,2,pg,,34,9,581
Briscoe Pt,8/31/16,0:00,5,pg,,35,37,582
Gull Harbor,6/24/16,8:00,14,pg,,25,20,583
Gull Harbor,7/2/16,7:45,14,pg,,26,20,584
Gull Harbor,7/5/16,8:00,17,pg,,27,20,585
Gull Harbor,7/10/16,7:38,18,pg,,27,20,586
Gull Harbor,7/13/16,7:00,12,pg,,28,20,587
Gull Harbor,7/29/16,7:15,9,pg,,30,20,588
Gull Harbor,8/4/16,6:15,15,pg,,31,20,589
Gull Harbor,8/11/16,7:30,4,pg,,32,20,590
Lyle Point,6/26/16,8:00,14,pg,,25,8,591
Lyle Point,7/3/16,7:54,14,pg,,26,8,592
Higgins Cove,7/8/16,6:35,5,pg,,27,7,593
Mill Bight C,7/19/16,7:45,4,pg,,29,33,594
Briscoe Pt,6/25/16,7:45,23,pg,,25,37,595
Briscoe Pt,7/2/16,7:58,13,pg,,26,37,596
Higgins Cove,7/1/16,6:20,8,pg,,26,7,597
Harstine Pointe Lagoon,6/11/06,8:00,3,pg,,23,38,598
Young's Cove D,6/10/16,6:45,3,pg,,23,23,604
Young's Cove D,6/17/16,7:50,6,pg,,24,23,605
Young's Cove D,6/27/16,7:30,5,pg,,26,23,606
Young's Cove D,7/1/16,7:40,4,pg,,26,23,607
Young's Cove D,7/6/16,7:55,2,pg,,27,23,608
Young's Cove D,7/12/16,8:00,6,pg,,28,23,609
Young's Cove D,7/15/16,7:30,10,pg,,28,23,610
Young's Cove D,8/6/16,5:40,5,pg,,31,23,611
Young's Cove D,8/12/16,7:50,2,pg,,32,23,612
Burfoot Park,6/15/15,7:45,11,pg,,25,6,10
Young's Cove B,8/10/15,7:00,5,pg,,33,21,100
Young's Cove C,6/8/15,8:00,4,pg,,24,22,102
Young's Cove C,6/24/15,8:00,7,pg,,26,22,104
Young's Cove C,7/2/15,7:45,4,pg,,27,22,105
Big Fish Trap,6/11/15,8:00,4,pg,,24,5,106
Big Fish Trap,6/18/15,8:05,5,pg,,25,5,107
Big Fish Trap,7/2/15,7:50,5,pg,,27,5,108
Big Fish Trap,7/9/15,7:40,7,pg,,28,5,109
Burfoot Park,6/29/15,7:46,18,pg,,27,6,11
Big Fish Trap,7/16/15,7:40,17,pg,,29,5,110
Big Fish Trap,7/23/15,7:40,7,pg,,30,5,111
Big Fish Trap,8/6/15,7:25,4,pg,,32,5,112
Big Fish Trap,8/20/15,7:15,2,pg,,34,5,113
Young's Cove C,7/11/15,7:50,1,pg,,28,22,114
Young's Cove C,7/16/15,8:00,10,pg,,29,22,115
Young's Cove C,7/25/15,,5,pg,,30,22,116
Young's Cove C,7/30/15,,7,pg,,31,22,117
Young's Cove C,8/6/15,,6,pg,,32,22,118
Young's Cove C,8/11/15,,3,pg,,33,22,119
Burfoot Park,7/6/15,7:45,15,pg,,28,6,12
Young's Cove D,6/8/15,7:30,6,pg,,24,23,120
Young's Cove D,6/17/15,7:15,7,pg,,25,23,121
Young's Cove D,6/22/15,8:00,5,pg,,26,23,122
Young's Cove D,6/29/15,7:55,4,pg,,27,23,123
Young's Cove D,7/6/15,7:20,3,pg,,28,23,124
Young's Cove D,7/13/15,7:30,3,pg,,29,23,125
Young's Cove D,7/20/15,6:40,4,pg,,30,23,126
Young's Cove D,7/27/15,7:58,3,pg,,31,23,127
Higgins Cove,6/11/15,0:00,2,pg,,24,7,128
Higgins Cove,6/18/15,6:05,5,pg,,25,7,129
Burfoot Park,7/13/15,7:45,14,pg,,29,6,13
Higgins Cove,6/26/15,7:26,2,pg,,26,7,130
Higgins Cove,7/2/15,6:40,5,pg,,27,7,131
Higgins Cove,7/16/15,6:35,8,pg,,29,7,132
Higgins Cove,7/23/15,6:35,9,pg,,30,7,133
Higgins Cove,7/30/15,6:30,13,pg,,31,7,134
Higgins Cove,7/9/15,6:30,9,pg,,28,7,135
Higgins Cove,8/7/15,6:35,8,pg,,32,7,136
Higgins Cove,8/13/15,6:30,6,pg,,33,7,137
Higgins Cove,8/19/15,6:30,5,pg,,34,7,138
Amsterdam Bay,6/16/15,0:00,10,pg,,25,16,139
Burfoot Park,7/20/15,7:45,16,pg,,30,6,14
Young's Cove D,8/7/15,7:45,1,pg,,32,23,140
Young's Cove D,8/10/15,7:45,1,pg,,33,23,141
Cole Pt,6/11/15,7:25,12,pg,,24,19,142
Cole Pt,6/17/15,7:25,3,pg,,25,19,144
Young's Cove D,8/19/15,7:20,1,pg,,34,23,145
Amsterdam Bay,6/23/15,0:00,2,pg,,26,16,146
Cole Pt,6/23/15,7:22,5,pg,,26,19,147
Amsterdam Bay,6/30/15,0:00,8,pg,,27,16,148
Amsterdam Bay,6/8/15,0:00,10,pg,,24,16,149
Burfoot Park,7/29/15,7:49,15,pg,,31,6,15
Beachcrest,7/4/15,,12,pg,,27,12,150
Young's Cove E,6/8/15,6:48,2,pg,,24,24,151
Amsterdam Bay,7/2/15,0:00,10,pg,,27,16,152
Cole Pt,7/2/15,7:45,9,pg,,27,19,153
Young's Cove E,6/19/15,7:15,10,pg,,25,24,154
Beachcrest,7/7/15,6:20,15,pg,,28,12,155
Cole Pt,7/6/15,7:35,10,pg,,28,19,156
Amsterdam Bay,7/21/15,0:00,10,pg,,30,16,157
Young's Cove E,6/26/15,5:15,10,pg,,26,24,158
Amsterdam Bay,7/29/15,0:00,6,pg,,31,16,159
Burfoot Park,8/3/15,7:45,14,pg,,32,6,16
Beachcrest,7/13/15,7:50,15,pg,,29,12,160
Amsterdam Bay,7/9/15,0:00,10,pg,,28,16,161
Cole Pt,7/16/15,8:00,13,pg,,29,19,162
Young's Cove E,7/4/15,5:30,8,pg,,27,24,163
Beachcrest,7/24/15,,8,pg,,30,12,164
Cole Pt,7/24/15,7:30,9,pg,,30,19,165
Beachcrest,7/28/15,7:00,16,pg,,31,12,166
Young's Cove E,7/19/15,5:30,13,pg,,29,24,167
Amsterdam Bay,8/4/15,0:00,6,pg,,32,16,168
Amsterdam Bay,8/9/15,0:00,7,pg,,32,16,169
Burfoot Park,8/10/15,7:40,3,pg,,33,6,17
Cole Pt,7/28/15,7:35,12,pg,,31,19,170
Cole Pt,8/5/15,0:00,12,pg,,32,19,171
Young's Cove E,8/5/15,8:00,8,pg,,32,24,172
Cole Pt,8/11/15,7:35,4,pg,,33,19,173
Beachcrest,8/4/15,6:45,10,pg,,32,12,174
Young's Cove E,8/11/15,7:45,11,pg,,33,24,175
Young's Cove E,8/20/15,7:00,5,pg,,34,24,176
Young's Cove E,8/25/15,7:00,4,pg,,35,24,177
Compass Rock,6/27/15,8:00,2,pg,,26,18,178
Mill Bight A,6/12/15,7:30,4,pg,,24,30,179
Burfoot Park,8/17/15,7:40,1,pg,,34,6,18
Mill Bight A,6/16/15,7:45,7,pg,,25,30,180
Mill Bight A,6/26/15,7:15,7,pg,,26,30,181
Mill Bight A,7/2/15,7:50,3,pg,,27,30,182
Compass Rock,7/7/15,8:00,7,pg,,28,18,183
Compass Rock,7/17/15,8:00,6,pg,,29,18,184
Compass Rock,7/22/15,8:00,4,pg,,30,18,185
Compass Rock,7/31/15,8:00,4,pg,,31,18,186
Compass Rock,8/5/15,8:00,4,pg,,32,18,187
Andy's Marine Park West,6/9/15,6:00,6,pg,,24,17,189
Andy's Marine Park West,6/27/15,8:00,18,pg,,26,17,191
Andy's Marine Park West,7/11/15,7:20,23,pg,,28,17,192
Andy's Marine Park West,7/18/15,0:00,7,pg,,29,17,193
Andy's Marine Park West,7/25/15,7:05,15,pg,,30,17,194
Andy's Marine Park West,8/8/15,8:00,1,pg,,32,17,195
Beachcrest,6/22/15,6:40,13,pg,,26,12,196
Lyle Point,8/27/15,7:50,2,pg,,35,8,198
Ketron SW,6/8/15,0:00,3,pg,,24,15,199
Zittels Marina,6/7/15,,6,pg,,23,4,20
Ketron SW,6/29/15,0:00,2,pg,,27,15,200
Ketron SE,6/16/15,0:00,3,pg,,25,14,201
Ketron SE,6/23/15,5:45,20,pg,,26,14,202
Ketron SE,7/14/15,6:55,6,pg,,29,14,203
Ketron SE,7/21/15,6:40,12,pg,,30,14,204
Ketron SE,7/28/15,6:40,7,pg,,31,14,205
Ketron SE,8/5/15,7:05,11,pg,,32,14,206
Ketron SW,7/6/15,0:00,10,pg,,28,15,207
Ketron Ferry,6/18/15,6:45,12,pg,,25,13,208
Ketron Ferry,6/25/15,7:25,19,pg,,26,13,209
Zittels Marina,6/25/15,7:35,5,pg,,26,4,21
Big Fish Trap,7/30/15,7:40,6,pg,,31,5,210
Burfoot Park,6/22/15,7:45,10,pg,,26,6,211
Totten@Legacy,6/9/15,7:40,7,pg,,24,29,212
Totten@Elizan A South,6/16/15,7:30,1,pg,,25,26,213
Totten@Elizan C,6/9/15,7:30,1,pg,,24,28,214
Totten@Elizan C,6/16/15,7:30,4,pg,,25,28,217
Totten@Elizan A South,6/23/15,7:30,14,pg,,26,26,218
Zittels Marina,6/29/15,6:19,4,pg,,27,4,22
Totten@Elizan C,6/30/15,7:35,3,pg,,27,28,221
Totten@Legacy,6/30/15,7:36,6,pg,,27,29,224
Totten@Legacy,7/7/15,7:35,2,pg,,28,29,226
Totten@Elizan C,7/7/15,7:35,4,pg,,28,28,229
Zittels Marina,7/5/15,5:00,2,pg,,27,4,23
Totten@Legacy,7/14/15,7:30,2,pg,,29,29,230
Totten@Elizan C,7/14/15,7:30,4,pg,,29,28,232
Totten@Elizan C,7/21/15,7:10,5,pg,,30,28,233
Totten@Legacy,7/21/15,7:15,4,pg,,30,29,234
Totten@Elizan A South,7/27/15,7:35,3,pg,,31,26,235
Totten@Elizan B ,7/27/15,7:35,3,pg,,31,27,236
Zangle Cove A,6/11/15,7:55,5,pg,,24,9,24
Totten@Legacy,8/11/15,7:41,1,pg,,33,29,242
Mill Bight A,7/10/15,7:30,11,pg,,28,30,244
Mill Bight A,7/14/15,8:00,3,pg,,29,30,245
Mill Bight A,7/31/15,7:20,4,pg,,31,30,246
Mill Bight B,6/16/15,7:43,27,pg,,25,34,247
Mill Bight B,7/2/15,7:30,8,pg,,27,34,248
Mill Bight B,7/10/15,7:30,20,pg,,28,34,249
Zittels Marina,7/20/15,6:15,5,pg,,30,4,25
Mill Bight C,6/12/15,7:30,9,pg,,24,33,250
Mill Bight C,6/26/15,7:15,6,pg,,26,33,251
Mill Bight C,7/2/15,7:50,5,pg,,27,33,252
Mill Bight C,7/10/15,7:30,5,pg,,28,33,253
Mill Bight C,7/24/15,7:20,6,pg,,30,33,254
Mill Bight C,7/31/15,7:25,4,pg,,31,33,255
Mill Bight B,7/24/15,7:20,10,pg,,30,34,256
Mill Bight A,8/8/15,7:15,5,pg,,32,30,259
Zittels Marina,7/16/15,6:05,3,pg,,29,4,26
Mill Bight A,8/14/15,7:30,7,pg,,33,30,260
Butterball Cove South A,6/11/15,7:20,12,pg,,24,11,261
Butterball Cove South A,6/18/15,7:20,9,pg,,25,11,262
Butterball Cove South A,6/25/15,7:17,17,pg,,26,11,264
Butterball Cove South A,7/2/15,7:23,8,pg,,27,11,265
Butterball Cove South A,7/9/15,7:17,1,pg,,28,11,266
Butterball Cove South A,7/15/15,7:50,8,pg,,29,11,267
Butterball Cove South A,7/23/15,0:00,9,pg,,30,11,268
Butterball Cove South A,8/6/15,6:33,11,pg,,32,11,269
Zangle Cove A,6/14/15,7:55,5,pg,,24,9,27
Butterball North,7/31/15,7:25,9,pg,,31,35,272
Big Fish Trap,8/13/15,7:45,2,pg,,33,5,275
Zittels Marina,8/17/15,7:00,4,pg,,34,4,276
Butterball Cove South A,8/27/15,7:25,3,pg,,35,11,278
Mill Bight A,8/21/15,8:05,1,pg,,34,30,279
Zittels Marina,7/27/15,6:15,8,pg,,31,4,28
Mill Bight B,8/21/15,8:10,1,pg,,34,34,280
Mill Bight C,8/8/15,7:15,7,pg,,32,33,281
Mill Bight A,8/28/15,7:30,3,pg,,35,30,282
Mill Bight B,8/8/15,7:15,11,pg,,32,34,283
Mill Bight C,8/14/15,7:40,6,pg,,33,33,284
Totten@Elizan C,8/25/15,7:35,22,pg,,35,28,285
Ketron SE,9/3/15,6:50,1,pg,,36,14,286
Ketron SE,8/25/15,6:45,2,pg,,35,14,287
Totten@Elizan A South,8/25/15,7:30,16,pg,,35,26,288
Totten@Elizan B ,8/25/15,7:30,16,pg,,35,27,289
Ketron SE,8/11/15,7:10,6,pg,,33,14,290
Young's Cove F,6/19/15,7:50,2,pg,,25,25,3
Zittels Marina,8/11/15,7:00,6,pg,,33,4,30
Zangle Cove A,6/25/15,7:30,7,pg,,26,9,31
Briscoe Pt,6/11/16,6:05,23,pg,,23,37,317
Zittels Marina,8/2/15,6:45,8,pg,,31,4,32
Zangle Cove A,7/1/15,8:00,8,pg,,27,9,33
Zangle Cove A,7/14/15,7:45,8,pg,,29,9,34
Lyle Point,6/10/15,8:00,30,pg,,24,8,35
Zangle Cove A,7/9/15,7:40,6,pg,,28,9,36
Zangle Cove A,7/24/15,7:55,8,pg,,30,9,37
Lyle Point,7/10/16,8:00,28,pg,,27,8,374
Zangle Cove A,7/30/15,7:55,8,pg,,31,9,38
Zangle Cove A,8/7/15,7:55,5,pg,,32,9,39
Young's Cove F,6/23/15,6:30,3,pg,,26,25,4
Zangle Cove A,8/12/15,7:45,4,pg,,33,9,40
Cole Pt,6/21/16,8:07,13,pg,,25,19,401
Cole Pt,6/29/16,7:30,4,pg,,26,19,402
Cole Pt,7/13/16,7:35,14,pg,,28,19,403
Zangle Cove A,8/22/15,7:20,2,pg,,34,9,41
Cole Pt,7/21/16,7:40,14,pg,,29,19,416
Lyle Point,6/18/15,8:15,22,pg,,25,8,42
Lyle Point,6/24/15,8:00,32,pg,,26,8,43
Lyle Point,7/16/15,8:00,21,pg,,29,8,44
Totten@Elizan A North,7/19/16,7:45,1,pg,,29,40,447
Lyle Point,7/2/15,8:15,12,pg,,27,8,45
Lyle Point,7/23/15,8:00,23,pg,,30,8,46
Lyle Point,7/30/15,8:05,38,pg,,31,8,47
Lyle Point,7/9/15,0:00,27,pg,,28,8,48
Young's Cove F,6/29/15,7:45,1,pg,,27,25,5
Lyle Point,8/6/15,7:50,15,pg,,32,8,50
Flapjack,6/8/15,6:50,8,pg,,24,10,51
Cole Pt,8/5/16,8:00,10,pg,,31,19,514
Cole Pt,8/11/16,7:35,3,pg,,32,19,515
Cole Pt,8/16/16,7:35,5,pg,,33,19,516
Flapjack,6/23/15,7:50,6,pg,,26,10,52
Flapjack,6/29/15,6:50,8,pg,,27,10,53
Flapjack,7/7/15,6:50,12,pg,,28,10,54
Flapjack,7/13/15,7:10,10,pg,,29,10,55
Flapjack,7/20/15,7:00,12,pg,,30,10,56
Flapjack,8/1/15,7:55,15,pg,,31,10,57
Walnut Rd C,6/7/15,7:00,16,pg,,23,32,58
